,smiles
0,N1(CC2=CC=CC=C2)C=CC=C1
2,CC([Si](N1C=CC=C1)(C(C)C)C(C)C)C
4,C[Si](C)(OC1=CC=CO1)C
5,C[Si](N1C=CC=C1)(C)C
