,smiles
0,CC1(C)N(C(C)(C)CCC1)C2=C(BC3=C(N(B4OC(C)(C)C(C)(C)O4)C(CC(C)(C)C)=O)C=C(Cl)C=C3)C=CC=C2
1,CC1(C)N(C(C)(C)CCC1)C2=C(B(C3=C(N(B4OC(C)(C)C(C)(C)O4)C(CC(C)(C)C)=O)C=C(Cl)C=C3)C5=C(N(B6OC(C)(C)C(C)(C)O6)C(CC(C)(C)C)=O)C=C(Cl)C=C5)C=CC=C2
2,CC1(C)N(C(C)(C)CCC1)C2=C(B(C3=CC(C#N)=CC=C3N(B4OC(C)(C)C(C)(C)O4)C(C)=O)C5=CC(C#N)=CC=C5N(B6OC(C)(C)C(C)(C)O6)C(C)=O)C=CC=C2
3,CC1(C)N(C(C)(C)CCC1)C2=C(B(C3=CC(C#N)=CC=C3NC(C)=O)C4=CC(C#N)=CC=C4NC(C)=O)C=CC=C2
