,smiles,active atom
90,N#Cc1ccc(C(F)(F)F)cc1,11
91,N#Cc1ccc(I)cc1,8
92,CC(=O)Nc1ccc(C#N)cc1,10
93,CN(C)c1ccc(C#N)cc1,9
